
Iteratia 2969 : 	x0 = 13.99511521453665		delta = 1.646873209041996e-06
Iteratia 2970 : 	x0 = 13.995113567662354		delta = 1.6468742957348414e-06
Iteratia 2971 : 	x0 = 13.995111920786972		delta = 1.6468753824291549e-06
Iteratia 2972 : 	x0 = 13.995110273910502		delta = 1.6468764691253788e-06
Iteratia 2973 : 	x0 = 13.995108627032947		delta = 1.6468775558229965e-06
Iteratia 2974 : 	x0 = 13.995106980154304		delta = 1.6468786425222327e-06
Iteratia 2975 : 	x0 = 13.995105333274575		delta = 1.646879729223231e-06
Iteratia 2976 : 	x0 = 13.995103686393758		delta = 1.6468808159256986e-06
Iteratia 2977 : 	x0 = 13.995102039511856		delta = 1.6468819026296346e-06
Iteratia 2978 : 	x0 = 13.995100392628867		delta = 1.6468829893349673e-06
Iteratia 2979 : 	x0 = 13.99509874574479		delta = 1.6468840760422099e-06
Iteratia 2980 : 	x0 = 13.995097098859627		delta = 1.6468851627507736e-06
Iteratia 2981 : 	x0 = 13.995095451973379		delta = 1.646886249460954e-06
Iteratia 2982 : 	x0 = 13.995093805086043		delta = 1.646887336173192e-06
Iteratia 2983 : 	x0 = 13.99509215819762		delta = 1.6468884228866044e-06
Iteratia 2984 : 	x0 = 13.99509051130811		delta = 1.6468895096014862e-06
Iteratia 2985 : 	x0 = 13.995088864417514		delta = 1.6468905963182778e-06
Iteratia 2986 : 	x0 = 13.995087217525832		delta = 1.6468916830365394e-06
Iteratia 2987 : 	x0 = 13.995085570633062		delta = 1.64689276975627e-06
Iteratia 2988 : 	x0 = 13.995083923739205		delta = 1.6468938564773954e-06
Iteratia 2989 : 	x0 = 13.995082276844261		delta = 1.6468949432003572e-06
Iteratia 2990 : 	x0 = 13.995080629948232		delta = 1.646896029924861e-06
Iteratia 2991 : 	x0 = 13.995078983051116		delta = 1.6468971166508353e-06
Iteratia 2992 : 	x0 = 13.995077336152912		delta = 1.646898203378646e-06
Iteratia 2993 : 	x0 = 13.995075689253621		delta = 1.6468992901077786e-06
Iteratia 2994 : 	x0 = 13.995074042353245		delta = 1.6469003768385274e-06
Iteratia 2995 : 	x0 = 13.995072395451782		delta = 1.64690146357104e-06
Iteratia 2996 : 	x0 = 13.995070748549232		delta = 1.6469025503046532e-06
Iteratia 2997 : 	x0 = 13.995069101645594		delta = 1.646903637040692e-06
Iteratia 2998 : 	x0 = 13.99506745474087		delta = 1.646904723777537e-06
Iteratia 2999 : 	x0 = 13.99506580783506		delta = 1.646905810516439e-06
Iteratia 3000 : 	x0 = 13.995064160928163		delta = 1.6469068972566647e-06
Iteratia 3001 : 	x0 = 13.995062514020178		delta = 1.646907983998359e-06
Iteratia 3002 : 	x0 = 13.995060867111107		delta = 1.64690907074189e-06
Iteratia 3003 : 	x0 = 13.99505922020095		delta = 1.6469101574869634e-06
Iteratia 3004 : 	x0 = 13.995057573289706		delta = 1.6469112442334334e-06
Iteratia 3005 : 	x0 = 13.995055926377375		delta = 1.6469123309813718e-06
Iteratia 3006 : 	x0 = 13.995054279463957		delta = 1.6469134177311473e-06
Iteratia 3007 : 	x0 = 13.995052632549452		delta = 1.646914504482464e-06
Iteratia 3008 : 	x0 = 13.995050985633862		delta = 1.6469155912356174e-06
Iteratia 3009 : 	x0 = 13.995049338717184		delta = 1.6469166779896537e-06
Iteratia 3010 : 	x0 = 13.995047691799419		delta = 1.6469177647458205e-06
Iteratia 3011 : 	x0 = 13.995046044880567		delta = 1.6469188515038234e-06
Iteratia 3012 : 	x0 = 13.995044397960628		delta = 1.6469199382627072e-06
Iteratia 3013 : 	x0 = 13.995042751039604		delta = 1.6469210250235003e-06
Iteratia 3014 : 	x0 = 13.995041104117492		delta = 1.6469221117857646e-06
Iteratia 3015 : 	x0 = 13.995039457194293		delta = 1.6469231985499386e-06
Iteratia 3016 : 	x0 = 13.995037810270007		delta = 1.646924285315508e-06
Iteratia 3017 : 	x0 = 13.995036163344635		delta = 1.6469253720826194e-06
Iteratia 3018 : 	x0 = 13.995034516418176		delta = 1.6469264588509796e-06
Iteratia 3019 : 	x0 = 13.99503286949063		delta = 1.646927545621471e-06
Iteratia 3020 : 	x0 = 13.995031222561998		delta = 1.6469286323931378e-06
Iteratia 3021 : 	x0 = 13.995029575632278		delta = 1.6469297191664945e-06
Iteratia 3022 : 	x0 = 13.995027928701473		delta = 1.6469308059415401e-06
Iteratia 3023 : 	x0 = 13.995026281769581		delta = 1.646931892718277e-06
Iteratia 3024 : 	x0 = 13.995024634836602		delta = 1.6469329794963356e-06
Iteratia 3025 : 	x0 = 13.995022987902535		delta = 1.64693406627579e-06
Iteratia 3026 : 	x0 = 13.995021340967382		delta = 1.6469351530572264e-06
Iteratia 3027 : 	x0 = 13.995019694031141		delta = 1.6469362398399119e-06
Iteratia 3028 : 	x0 = 13.995018047093815		delta = 1.646937326624802e-06
Iteratia 3029 : 	x0 = 13.995016400155402		delta = 1.6469384134105007e-06
Iteratia 3030 : 	x0 = 13.995014753215901		delta = 1.6469395001981096e-06
Iteratia 3031 : 	x0 = 13.995013106275314		delta = 1.6469405869875541e-06
Iteratia 3032 : 	x0 = 13.99501145933364		delta = 1.6469416737781015e-06
Iteratia 3033 : 	x0 = 13.99500981239088		delta = 1.646942760570484e-06
Iteratia 3034 : 	x0 = 13.995008165447032		delta = 1.6469438473643377e-06
Iteratia 3035 : 	x0 = 13.995006518502098		delta = 1.6469449341600278e-06
Iteratia 3036 : 	x0 = 13.995004871556077		delta = 1.6469460209572607e-06
Iteratia 3037 : 	x0 = 13.995003224608968		delta = 1.6469471077558153e-06
Iteratia 3038 : 	x0 = 13.995001577660775		delta = 1.646948194555838e-06
Iteratia 3039 : 	x0 = 13.994999930711494		delta = 1.6469492813578464e-06
Iteratia 3040 : 	x0 = 13.994998283761126		delta = 1.6469503681613242e-06
Iteratia 3041 : 	x0 = 13.99499663680967		delta = 1.6469514549661234e-06
Iteratia 3042 : 	x0 = 13.994994989857128		delta = 1.646952541772392e-06
Iteratia 3043 : 	x0 = 13.9949933429035		delta = 1.6469536285805706e-06
Iteratia 3044 : 	x0 = 13.994991695948785		delta = 1.6469547153901466e-06
Iteratia 3045 : 	x0 = 13.994990048992983		delta = 1.6469558022017053e-06
Iteratia 3046 : 	x0 = 13.994988402036094		delta = 1.6469568890146599e-06
Iteratia 3047 : 	x0 = 13.994986755078118		delta = 1.6469579758290835e-06
Iteratia 3048 : 	x0 = 13.994985108119055		delta = 1.646959062644902e-06
Iteratia 3049 : 	x0 = 13.994983461158906		delta = 1.646960149462705e-06
Iteratia 3050 : 	x0 = 13.99498181419767		delta = 1.6469612362818312e-06
Iteratia 3051 : 	x0 = 13.994980167235347		delta = 1.6469623231024265e-06
Iteratia 3052 : 	x0 = 13.994978520271937		delta = 1.6469634099249316e-06
Iteratia 3053 : 	x0 = 13.99497687330744		delta = 1.6469644967485387e-06
Iteratia 3054 : 	x0 = 13.994975226341856		delta = 1.6469655835743494e-06
Iteratia 3055 : 	x0 = 13.994973579375186		delta = 1.6469666704011888e-06
Iteratia 3056 : 	x0 = 13.994971932407429		delta = 1.6469677572298652e-06
Iteratia 3057 : 	x0 = 13.994970285438585		delta = 1.6469688440600853e-06
Iteratia 3058 : 	x0 = 13.994968638468654		delta = 1.6469699308917735e-06
Iteratia 3059 : 	x0 = 13.994966991497636		delta = 1.6469710177252254e-06
Iteratia 3060 : 	x0 = 13.99496534452553		delta = 1.6469721045602935e-06
Iteratia 3061 : 	x0 = 13.99496369755234		delta = 1.6469731913966095e-06
Iteratia 3062 : 	x0 = 13.994962050578062		delta = 1.6469742782349847e-06
Iteratia 3063 : 	x0 = 13.994960403602697		delta = 1.6469753650740937e-06
Iteratia 3064 : 	x0 = 13.994958756626245		delta = 1.6469764519158477e-06
Iteratia 3065 : 	x0 = 13.994957109648706		delta = 1.6469775387584832e-06
Iteratia 3066 : 	x0 = 13.99495546267008		delta = 1.646978625603029e-06
Iteratia 3067 : 	x0 = 13.994953815690367		delta = 1.6469797124490439e-06
Iteratia 3068 : 	x0 = 13.994952168709569		delta = 1.6469807992963817e-06
Iteratia 3069 : 	x0 = 13.994950521727683		delta = 1.6469818861457034e-06
Iteratia 3070 : 	x0 = 13.99494887474471		delta = 1.6469829729964207e-06
Iteratia 3071 : 	x0 = 13.99494722776065		delta = 1.6469840598486812e-06
Iteratia 3072 : 	x0 = 13.994945580775502		delta = 1.6469851467022631e-06
Iteratia 3073 : 	x0 = 13.99494393378927		delta = 1.6469862335578292e-06
Iteratia 3074 : 	x0 = 13.99494228680195		delta = 1.6469873204149388e-06
Iteratia 3075 : 	x0 = 13.994940639813542		delta = 1.6469884072735923e-06
Iteratia 3076 : 	x0 = 13.994938992824048		delta = 1.6469894941340079e-06
Iteratia 3077 : 	x0 = 13.994937345833467		delta = 1.6469905809957457e-06
Iteratia 3078 : 	x0 = 13.994935698841799		delta = 1.6469916678590265e-06
Iteratia 3079 : 	x0 = 13.994934051849043		delta = 1.6469927547240713e-06
Iteratia 3080 : 	x0 = 13.994932404855202		delta = 1.6469938415901427e-06
Iteratia 3081 : 	x0 = 13.994930757860274		delta = 1.6469949284586411e-06
Iteratia 3082 : 	x0 = 13.994929110864259		delta = 1.646996015328094e-06
Iteratia 3083 : 	x0 = 13.994927463867157		delta = 1.6469971021993098e-06
Iteratia 3084 : 	x0 = 13.994925816868967		delta = 1.6469981890720687e-06
Iteratia 3085 : 	x0 = 13.994924169869691		delta = 1.646999275946738e-06
Iteratia 3086 : 	x0 = 13.994922522869327		delta = 1.6470003628225083e-06
Iteratia 3087 : 	x0 = 13.994920875867878		delta = 1.6470014496998954e-06
Iteratia 3088 : 	x0 = 13.994919228865342		delta = 1.6470025365794878e-06
Iteratia 3089 : 	x0 = 13.994917581861719		delta = 1.647003623459888e-06
Iteratia 3090 : 	x0 = 13.994915934857008		delta = 1.6470047103421253e-06
Iteratia 3091 : 	x0 = 13.994914287851211		delta = 1.6470057972259787e-06
Iteratia 3092 : 	x0 = 13.994912640844326		delta = 1.6470068841115952e-06
Iteratia 3093 : 	x0 = 13.994910993836355		delta = 1.6470079709987545e-06
Iteratia 3094 : 	x0 = 13.994909346827297		delta = 1.6470090578872357e-06
Iteratia 3095 : 	x0 = 13.994907699817153		delta = 1.6470101447771881e-06
Iteratia 3096 : 	x0 = 13.994906052805922		delta = 1.6470112316690504e-06
Iteratia 3097 : 	x0 = 13.994904405793603		delta = 1.6470123185624562e-06
Iteratia 3098 : 	x0 = 13.994902758780198		delta = 1.6470134054572577e-06
Iteratia 3099 : 	x0 = 13.994901111765705		delta = 1.6470144923538951e-06
Iteratia 3100 : 	x0 = 13.994899464750125		delta = 1.6470155792520022e-06
Iteratia 3101 : 	x0 = 13.99489781773346		delta = 1.647016666151505e-06
Iteratia 3102 : 	x0 = 13.994896170715707		delta = 1.647017753052552e-06
Iteratia 3103 : 	x0 = 13.994894523696868		delta = 1.6470188399553626e-06
Iteratia 3104 : 	x0 = 13.994892876676941		delta = 1.647019926859716e-06
Iteratia 3105 : 	x0 = 13.994891229655927		delta = 1.6470210137660534e-06
Iteratia 3106 : 	x0 = 13.994889582633826		delta = 1.647022100673271e-06
Iteratia 3107 : 	x0 = 13.994887935610638		delta = 1.6470231875823993e-06
Iteratia 3108 : 	x0 = 13.994886288586363		delta = 1.6470242744934384e-06
Iteratia 3109 : 	x0 = 13.994884641561002		delta = 1.6470253614053585e-06
Iteratia 3110 : 	x0 = 13.994882994534555		delta = 1.647026448319191e-06
Iteratia 3111 : 	x0 = 13.99488134750702		delta = 1.6470275352346397e-06
Iteratia 3112 : 	x0 = 13.994879700478398		delta = 1.647028622151851e-06
Iteratia 3113 : 	x0 = 13.994878053448689		delta = 1.6470297090700909e-06
Iteratia 3114 : 	x0 = 13.994876406417893		delta = 1.6470307959906826e-06
Iteratia 3115 : 	x0 = 13.99487475938601		delta = 1.6470318829123018e-06
Iteratia 3116 : 	x0 = 13.994873112353039		delta = 1.6470329698356852e-06
Iteratia 3117 : 	x0 = 13.994871465318981		delta = 1.647034056760611e-06
Iteratia 3118 : 	x0 = 13.994869818283838		delta = 1.647035143687006e-06
Iteratia 3119 : 	x0 = 13.994868171247608		delta = 1.6470362306147246e-06
Iteratia 3120 : 	x0 = 13.994866524210291		delta = 1.6470373175445747e-06
Iteratia 3121 : 	x0 = 13.994864877171887		delta = 1.6470384044756e-06
Iteratia 3122 : 	x0 = 13.994863230132395		delta = 1.6470394914086829e-06
Iteratia 3123 : 	x0 = 13.994861583091817		delta = 1.647040578343161e-06
Iteratia 3124 : 	x0 = 13.994859936050151		delta = 1.6470416652790354e-06
Iteratia 3125 : 	x0 = 13.994858289007398		delta = 1.6470427522164526e-06
Iteratia 3126 : 	x0 = 13.994856641963558		delta = 1.6470438391555603e-06
Iteratia 3127 : 	x0 = 13.994854994918633		delta = 1.6470449260963574e-06
Iteratia 3128 : 	x0 = 13.99485334787262		delta = 1.6470460130384047e-06
Iteratia 3129 : 	x0 = 13.99485170082552		delta = 1.6470470999825836e-06
Iteratia 3130 : 	x0 = 13.994850053777334		delta = 1.6470481869274955e-06
Iteratia 3131 : 	x0 = 13.99484840672806		delta = 1.6470492738749808e-06
Iteratia 3132 : 	x0 = 13.9948467596777		delta = 1.6470503608232733e-06
Iteratia 3133 : 	x0 = 13.994845112626251		delta = 1.6470514477734027e-06
Iteratia 3134 : 	x0 = 13.994843465573716		delta = 1.647052534725222e-06
Iteratia 3135 : 	x0 = 13.994841818520094		delta = 1.6470536216782899e-06
Iteratia 3136 : 	x0 = 13.994840171465384		delta = 1.647054708633416e-06
Iteratia 3137 : 	x0 = 13.99483852440959		delta = 1.647055795589864e-06
Iteratia 3138 : 	x0 = 13.994836877352707		delta = 1.6470568825477834e-06
Iteratia 3139 : 	x0 = 13.994835230294738		delta = 1.6470579695076128e-06
Iteratia 3140 : 	x0 = 13.994833583235682		delta = 1.6470590564683971e-06
Iteratia 3141 : 	x0 = 13.994831936175538		delta = 1.647060143431607e-06
Iteratia 3142 : 	x0 = 13.994830289114308		delta = 1.6470612303956244e-06
Iteratia 3143 : 	x0 = 13.99482864205199		delta = 1.6470623173617727e-06
Iteratia 3144 : 	x0 = 13.994826994988586		delta = 1.6470634043293905e-06
Iteratia 3145 : 	x0 = 13.994825347924094		delta = 1.647064491298184e-06
Iteratia 3146 : 	x0 = 13.994823700858515		delta = 1.6470655782691084e-06
Iteratia 3147 : 	x0 = 13.99482205379185		delta = 1.647066665241282e-06
Iteratia 3148 : 	x0 = 13.994820406724099		delta = 1.647067752215073e-06
Iteratia 3149 : 	x0 = 13.99481875965526		delta = 1.6470688391906277e-06
Iteratia 3150 : 	x0 = 13.994817112585334		delta = 1.6470699261672113e-06
Iteratia 3151 : 	x0 = 13.994815465514321		delta = 1.6470710131457789e-06
Iteratia 3152 : 	x0 = 13.994813818442221		delta = 1.6470721001261095e-06
Iteratia 3153 : 	x0 = 13.994812171369034		delta = 1.647073187108057e-06
Iteratia 3154 : 	x0 = 13.99481052429476		delta = 1.6470742740911803e-06
Iteratia 3155 : 	x0 = 13.994808877219398		delta = 1.6470753610759193e-06
Iteratia 3156 : 	x0 = 13.99480723014295		delta = 1.6470764480625692e-06
Iteratia 3157 : 	x0 = 13.994805583065414		delta = 1.6470775350506147e-06
Iteratia 3158 : 	x0 = 13.994803935986791		delta = 1.6470786220402036e-06
Iteratia 3159 : 	x0 = 13.994802288907083		delta = 1.6470797090311152e-06
Iteratia 3160 : 	x0 = 13.994800641826288		delta = 1.647080796023865e-06
Iteratia 3161 : 	x0 = 13.994798994744405		delta = 1.647081883018305e-06
Iteratia 3162 : 	x0 = 13.994797347661436		delta = 1.6470829700143622e-06
Iteratia 3163 : 	x0 = 13.994795700577379		delta = 1.6470840570115202e-06
Iteratia 3164 : 	x0 = 13.994794053492235		delta = 1.64708514401059e-06
Iteratia 3165 : 	x0 = 13.994792406406004		delta = 1.64708623101157e-06
Iteratia 3166 : 	x0 = 13.994790759318686		delta = 1.647087318013578e-06
Iteratia 3167 : 	x0 = 13.994789112230281		delta = 1.6470884050174235e-06
Iteratia 3168 : 	x0 = 13.994787465140789		delta = 1.6470894920226648e-06
Iteratia 3169 : 	x0 = 13.99478581805021		delta = 1.6470905790299639e-06
Iteratia 3170 : 	x0 = 13.994784170958543		delta = 1.6470916660385857e-06
Iteratia 3171 : 	x0 = 13.994782523865789		delta = 1.6470927530485296e-06
Iteratia 3172 : 	x0 = 13.994780876771948		delta = 1.6470938400600908e-06
Iteratia 3173 : 	x0 = 13.994779229677022		delta = 1.6470949270735618e-06
Iteratia 3174 : 	x0 = 13.994777582581008		delta = 1.6470960140884313e-06
Iteratia 3175 : 	x0 = 13.994775935483908		delta = 1.6470971011046228e-06
Iteratia 3176 : 	x0 = 13.99477428838572		delta = 1.6470981881230191e-06
Iteratia 3177 : 	x0 = 13.994772641286445		delta = 1.6470992751425917e-06
Iteratia 3178 : 	x0 = 13.994770994186084		delta = 1.6471003621635592e-06
Iteratia 3179 : 	x0 = 13.994769347084635		delta = 1.6471014491865854e-06
Iteratia 3180 : 	x0 = 13.994767699982098		delta = 1.6471025362105662e-06
Iteratia 3181 : 	x0 = 13.994766052878475		delta = 1.6471036232363838e-06
Iteratia 3182 : 	x0 = 13.994764405773765		delta = 1.6471047102642595e-06
Iteratia 3183 : 	x0 = 13.994762758667967		delta = 1.6471057972933845e-06
Iteratia 3184 : 	x0 = 13.994761111561083		delta = 1.6471068843239785e-06
Iteratia 3185 : 	x0 = 13.99475946445311		delta = 1.6471079713561158e-06
Iteratia 3186 : 	x0 = 13.994757817344052		delta = 1.647109058389723e-06
Iteratia 3187 : 	x0 = 13.994756170233906		delta = 1.6471101454250942e-06
Iteratia 3188 : 	x0 = 13.994754523122673		delta = 1.6471112324620077e-06
Iteratia 3189 : 	x0 = 13.994752876010352		delta = 1.6471123195007584e-06
Iteratia 3190 : 	x0 = 13.994751228896947		delta = 1.6471134065409055e-06
Iteratia 3191 : 	x0 = 13.994749581782454		delta = 1.647114493582598e-06
Iteratia 3192 : 	x0 = 13.994747934666874		delta = 1.6471155806256857e-06
Iteratia 3193 : 	x0 = 13.994746287550207		delta = 1.6471166676706852e-06
Iteratia 3194 : 	x0 = 13.994744640432453		delta = 1.647117754717154e-06
Iteratia 3195 : 	x0 = 13.994742993313611		delta = 1.6471188417650187e-06
Iteratia 3196 : 	x0 = 13.994741346193683		delta = 1.6471199288147946e-06
Iteratia 3197 : 	x0 = 13.994739699072667		delta = 1.6471210158660395e-06
Iteratia 3198 : 	x0 = 13.994738051950565		delta = 1.647122102918755e-06
Iteratia 3199 : 	x0 = 13.994736404827375		delta = 1.6471231899727185e-06
Iteratia 3200 : 	x0 = 13.994734757703098		delta = 1.6471242770287408e-06
Iteratia 3201 : 	x0 = 13.994733110577734		delta = 1.6471253640862328e-06
Iteratia 3202 : 	x0 = 13.994731463451282		delta = 1.6471264511450468e-06
Iteratia 3203 : 	x0 = 13.994729816323744		delta = 1.6471275382059184e-06
Iteratia 3204 : 	x0 = 13.994728169195119		delta = 1.6471286252682603e-06
Iteratia 3205 : 	x0 = 13.994726522065406		delta = 1.6471297123317778e-06
Iteratia 3206 : 	x0 = 13.994724874934606		delta = 1.6471307993973536e-06
Iteratia 3207 : 	x0 = 13.99472322780272		delta = 1.6471318864643245e-06
Iteratia 3208 : 	x0 = 13.994721580669745		delta = 1.6471329735328396e-06
Iteratia 3209 : 	x0 = 13.994719933535684		delta = 1.6471340606027503e-06
Iteratia 3210 : 	x0 = 13.994718286400536		delta = 1.647135147674572e-06
Iteratia 3211 : 	x0 = 13.9947166392643		delta = 1.6471362347478638e-06
Iteratia 3212 : 	x0 = 13.994714992126978		delta = 1.6471373218229188e-06
Iteratia 3213 : 	x0 = 13.994713344988568		delta = 1.64713840889915e-06
Iteratia 3214 : 	x0 = 13.994711697849072		delta = 1.6471394959769978e-06
Iteratia 3215 : 	x0 = 13.994710050708488		delta = 1.6471405830569035e-06
Iteratia 3216 : 	x0 = 13.994708403566818		delta = 1.6471416701379116e-06
Iteratia 3217 : 	x0 = 13.994706756424062		delta = 1.647142757220685e-06
Iteratia 3218 : 	x0 = 13.994705109280218		delta = 1.6471438443049284e-06
Iteratia 3219 : 	x0 = 13.994703462135288		delta = 1.6471449313910826e-06
Iteratia 3220 : 	x0 = 13.99470181498927		delta = 1.647146018478192e-06
Iteratia 3221 : 	x0 = 13.994700167842165		delta = 1.6471471055672118e-06
Iteratia 3222 : 	x0 = 13.994698520693973		delta = 1.6471481926581433e-06
Iteratia 3223 : 	x0 = 13.994696873544694		delta = 1.6471492797499558e-06
Iteratia 3224 : 	x0 = 13.994695226394327		delta = 1.6471503668439e-06
Iteratia 3225 : 	x0 = 13.994693579242874		delta = 1.6471514539395343e-06
Iteratia 3226 : 	x0 = 13.994691932090333		delta = 1.6471525410363445e-06
Iteratia 3227 : 	x0 = 13.994690284936706		delta = 1.6471536281349927e-06
Iteratia 3228 : 	x0 = 13.99468863778199		delta = 1.6471547152349632e-06
Iteratia 3229 : 	x0 = 13.994686990626189		delta = 1.6471558023369182e-06
Iteratia 3230 : 	x0 = 13.9946853434693		delta = 1.6471568894397548e-06
Iteratia 3231 : 	x0 = 13.994683696311323		delta = 1.6471579765445756e-06
Iteratia 3232 : 	x0 = 13.99468204915226		delta = 1.6471590636513077e-06
Iteratia 3233 : 	x0 = 13.99468040199211		delta = 1.6471601507589946e-06
Iteratia 3234 : 	x0 = 13.994678754830872		delta = 1.6471612378685929e-06
Iteratia 3235 : 	x0 = 13.994677107668547		delta = 1.6471623249795875e-06
Iteratia 3236 : 	x0 = 13.994675460505135		delta = 1.6471634120927138e-06
Iteratia 3237 : 	x0 = 13.994673813340636		delta = 1.647164499206942e-06
Iteratia 3238 : 	x0 = 13.99467216617505		delta = 1.6471655863227873e-06
Iteratia 3239 : 	x0 = 13.994670519008377		delta = 1.647166673440102e-06
Iteratia 3240 : 	x0 = 13.994668871840616		delta = 1.6471677605593285e-06
Iteratia 3241 : 	x0 = 13.994667224671769		delta = 1.6471688476798035e-06
Iteratia 3242 : 	x0 = 13.994665577501834		delta = 1.6471699348018961e-06
Iteratia 3243 : 	x0 = 13.994663930330812		delta = 1.6471710219258262e-06
Iteratia 3244 : 	x0 = 13.994662283158704		delta = 1.6471721090513726e-06
Iteratia 3245 : 	x0 = 13.994660635985507		delta = 1.6471731961780949e-06
Iteratia 3246 : 	x0 = 13.994658988811224		delta = 1.6471742833068757e-06
Iteratia 3247 : 	x0 = 13.994657341635854		delta = 1.6471753704370524e-06
Iteratia 3248 : 	x0 = 13.994655694459396		delta = 1.6471764575686256e-06
Iteratia 3249 : 	x0 = 13.994654047281852		delta = 1.6471775447016691e-06
Iteratia 3250 : 	x0 = 13.99465240010322		delta = 1.647178631836697e-06
Iteratia 3251 : 	x0 = 13.994650752923501		delta = 1.6471797189731214e-06
Iteratia 3252 : 	x0 = 13.994649105742695		delta = 1.6471808061108683e-06
Iteratia 3253 : 	x0 = 13.994647458560802		delta = 1.6471818932506e-06
Iteratia 3254 : 	x0 = 13.994645811377822		delta = 1.6471829803918755e-06
Iteratia 3255 : 	x0 = 13.994644164193755		delta = 1.6471840675344731e-06
Iteratia 3256 : 	x0 = 13.9946425170086		delta = 1.6471851546785412e-06
Iteratia 3257 : 	x0 = 13.994640869822359		delta = 1.6471862418245936e-06
Iteratia 3258 : 	x0 = 13.99463922263503		delta = 1.647187328971896e-06
Iteratia 3259 : 	x0 = 13.994637575446614		delta = 1.6471884161211827e-06
Iteratia 3260 : 	x0 = 13.994635928257111		delta = 1.6471895032715715e-06
Iteratia 3261 : 	x0 = 13.99463428106652		delta = 1.6471905904237977e-06
Iteratia 3262 : 	x0 = 13.994632633874843		delta = 1.647191677577862e-06
Iteratia 3263 : 	x0 = 13.994630986682079		delta = 1.6471927647328081e-06
Iteratia 3264 : 	x0 = 13.994629339488228		delta = 1.6471938518898857e-06
Iteratia 3265 : 	x0 = 13.994627692293289		delta = 1.647194939048212e-06
Iteratia 3266 : 	x0 = 13.994626045097263		delta = 1.6471960262085976e-06
Iteratia 3267 : 	x0 = 13.99462439790015		delta = 1.6471971133704531e-06
Iteratia 3268 : 	x0 = 13.99462275070195		delta = 1.6471982005336315e-06
Iteratia 3269 : 	x0 = 13.994621103502663		delta = 1.6471992876982062e-06
Iteratia 3270 : 	x0 = 13.994619456302289		delta = 1.6472003748649127e-06
Iteratia 3271 : 	x0 = 13.994617809100827		delta = 1.6472014620327947e-06
Iteratia 3272 : 	x0 = 13.994616161898279		delta = 1.6472025492022201e-06
Iteratia 3273 : 	x0 = 13.994614514694643		delta = 1.6472036363735578e-06
Iteratia 3274 : 	x0 = 13.99461286748992		delta = 1.6472047235463648e-06
Iteratia 3275 : 	x0 = 13.99461122028411		delta = 1.6472058107205684e-06
Iteratia 3276 : 	x0 = 13.994609573077213		delta = 1.6472068978961685e-06
Iteratia 3277 : 	x0 = 13.994607925869229		delta = 1.6472079850736797e-06
Iteratia 3278 : 	x0 = 13.994606278660157		delta = 1.647209072252808e-06
Iteratia 3279 : 	x0 = 13.994604631449997		delta = 1.6472101594335536e-06
Iteratia 3280 : 	x0 = 13.99460298423875		delta = 1.6472112466154724e-06
Iteratia 3281 : 	x0 = 13.994601337026415		delta = 1.6472123337992294e-06
Iteratia 3282 : 	x0 = 13.994599689812993		delta = 1.6472134209845304e-06
Iteratia 3283 : 	x0 = 13.994598042598485		delta = 1.6472145081716692e-06
Iteratia 3284 : 	x0 = 13.994596395382889		delta = 1.6472155953603511e-06
Iteratia 3285 : 	x0 = 13.994594748166206		delta = 1.6472166825502098e-06
Iteratia 3286 : 	x0 = 13.994593100948435		delta = 1.6472177697422e-06
Iteratia 3287 : 	x0 = 13.994591453729578		delta = 1.647218856935145e-06
Iteratia 3288 : 	x0 = 13.994589806509634		delta = 1.6472199441297805e-06
Iteratia 3289 : 	x0 = 13.994588159288602		delta = 1.6472210313265488e-06
Iteratia 3290 : 	x0 = 13.994586512066483		delta = 1.647222118524198e-06
Iteratia 3291 : 	x0 = 13.994584864843278		delta = 1.6472232057237592e-06
Iteratia 3292 : 	x0 = 13.994583217618985		delta = 1.6472242929252316e-06
Iteratia 3293 : 	x0 = 13.994581570393605		delta = 1.647225380127733e-06
Iteratia 3294 : 	x0 = 13.994579923167137		delta = 1.6472264673320717e-06
Iteratia 3295 : 	x0 = 13.994578275939583		delta = 1.6472275545378074e-06
Iteratia 3296 : 	x0 = 13.994576628710941		delta = 1.647228641745602e-06
Iteratia 3297 : 	x0 = 13.994574981481213		delta = 1.647229728954719e-06
Iteratia 3298 : 	x0 = 13.994573334250397		delta = 1.6472308161653057e-06
Iteratia 3299 : 	x0 = 13.994571687018494		delta = 1.647231903377363e-06
Iteratia 3300 : 	x0 = 13.994570039785504		delta = 1.6472329905912588e-06
Iteratia 3301 : 	x0 = 13.994568392551427		delta = 1.6472340778066972e-06
Iteratia 3302 : 	x0 = 13.994566745316263		delta = 1.6472351650233856e-06
Iteratia 3303 : 	x0 = 13.994565098080011		delta = 1.6472362522416912e-06
Iteratia 3304 : 	x0 = 13.994563450842671		delta = 1.6472373394618345e-06
Iteratia 3305 : 	x0 = 13.994561803604244		delta = 1.647238426683446e-06
Iteratia 3306 : 	x0 = 13.994560156364729		delta = 1.6472395139069692e-06
Iteratia 3307 : 	x0 = 13.994558509124127		delta = 1.6472406011318888e-06
Iteratia 3308 : 	x0 = 13.994556861882439		delta = 1.6472416883582787e-06
Iteratia 3309 : 	x0 = 13.994555214639663		delta = 1.6472427755861387e-06
Iteratia 3310 : 	x0 = 13.9945535673958		delta = 1.647243862815837e-06
Iteratia 3311 : 	x0 = 13.99455192015085		delta = 1.6472449500470055e-06
